Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Region,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Previous Purchases,Payment Method,Frequency of Purchases, Frequency Per Year
1056,70,Male,Jacket,Outerwear,27,Massachusetts,Northeast,M,Orange,Spring,3.3,No,Next Day Air,24,Debit Card,Annually,1
1057,20,Male,Sweater,Clothing,64,Idaho,West,L,Black,Winter,2.9,No,2-Day Shipping,42,Venmo,Fortnightly,26
1058,65,Male,Jacket,Outerwear,23,Wisconsin,Midwest,S,Maroon,Spring,4.4,No,2-Day Shipping,20,Credit Card,Weekly,52
1059,29,Male,Scarf,Accessories,33,New Mexico,West,L,Violet,Summer,3.1,No,Next Day Air,49,Bank Transfer,Quarterly,4
1060,22,Male,Jacket,Outerwear,34,North Carolina,South,M,Beige,Winter,2.5,No,Standard,25,Debit Card,Monthly,12
1061,27,Male,Sweater,Clothing,35,Iowa,Midwest,S,Gray,Summer,2.6,No,Next Day Air,21,Debit Card,Quarterly,4
1062,36,Male,Coat,Outerwear,62,Idaho,West,M,Gray,Summer,4.4,No,Free Shipping,12,Venmo,Quarterly,4
1063,59,Male,Boots,Footwear,75,Ohio,Midwest,M,Brown,Fall,2.6,No,Next Day Air,21,Debit Card,Quarterly,4
1064,62,Male,Hoodie,Clothing,29,Alabama,South,S,Indigo,Summer,3.3,No,Free Shipping,35,Cash,Monthly,12
1065,34,Male,Hat,Accessories,28,Wyoming,West,M,Violet,Spring,3.5,No,Express,42,Credit Card,Quarterly,4
1066,59,Male,T-shirt,Clothing,20,Alabama,South,XL,Blue,Spring,4.1,No,Store Pickup,3,PayPal,Quarterly,4
1067,49,Male,Coat,Outerwear,96,Mississippi,South,M,Red,Winter,4,No,Store Pickup,11,PayPal,Bi-Weekly,104
1068,18,Male,Dress,Clothing,43,Pennsylvania,Northeast,S,Peach,Summer,2.7,No,2-Day Shipping,22,PayPal,Quarterly,4
1069,55,Male,Shirt,Clothing,94,Wyoming,West,M,Olive,Fall,2.5,No,Standard,47,Credit Card,Weekly,52
1070,38,Male,Skirt,Clothing,81,Maryland,South,XL,White,Fall,4.3,No,Next Day Air,33,Venmo,Quarterly,4
1071,50,Male,Jewelry,Accessories,75,North Carolina,South,M,Magenta,Summer,3.3,No,Free Shipping,50,Debit Card,Weekly,52
1072,61,Male,Hat,Accessories,81,Pennsylvania,Northeast,M,Beige,Summer,2.6,No,Express,46,Credit Card,Monthly,12
1073,48,Male,Shorts,Clothing,92,Idaho,West,L,Gold,Fall,3.5,No,Express,34,Debit Card,Fortnightly,26
1074,22,Male,Scarf,Accessories,96,California,West,XL,Purple,Spring,4,No,Store Pickup,33,Credit Card,Monthly,12
1075,48,Male,Jewelry,Accessories,71,Tennessee,South,S,White,Fall,2.6,No,Standard,45,Bank Transfer,Fortnightly,26
1076,57,Male,Sunglasses,Accessories,50,Missouri,Midwest,L,Indigo,Summer,4.9,No,Next Day Air,32,Debit Card,Bi-Weekly,104
1077,33,Male,Coat,Outerwear,72,North Dakota,Midwest,L,Charcoal,Spring,2.9,No,Standard,47,Venmo,Bi-Weekly,104
1078,58,Male,Jacket,Outerwear,28,West Virginia,South,M,Pink,Winter,3.7,No,Standard,5,PayPal,Quarterly,4
1079,37,Male,Sweater,Clothing,59,Arizona,West,M,Silver,Fall,4.4,No,Express,49,Credit Card,Fortnightly,26
1080,18,Male,Coat,Outerwear,33,Oklahoma,South,S,Blue,Summer,4.4,No,Free Shipping,48,Bank Transfer,Monthly,12
1081,65,Male,Scarf,Accessories,59,Pennsylvania,Northeast,L,Blue,Fall,3.8,No,Express,22,Cash,Quarterly,4
1082,62,Male,Belt,Accessories,30,Idaho,West,XL,Brown,Spring,4.5,No,Standard,45,Credit Card,Annually,1
1083,54,Male,Hat,Accessories,85,South Carolina,South,XL,Cyan,Winter,2.6,No,Next Day Air,30,Venmo,Quarterly,4
1084,35,Male,Backpack,Accessories,97,Washington,West,L,Teal,Summer,3.3,No,Store Pickup,43,Cash,Weekly,52
1085,34,Male,T-shirt,Clothing,36,Arkansas,South,S,Purple,Fall,4.1,No,Next Day Air,48,Cash,Quarterly,4
1086,25,Male,Jewelry,Accessories,85,Utah,West,M,Turquoise,Winter,3,No,Store Pickup,23,Venmo,Fortnightly,26
1087,53,Male,Sunglasses,Accessories,62,Alaska,West,M,Olive,Winter,3,No,Free Shipping,27,PayPal,Bi-Weekly,104
1088,45,Male,Jeans,Clothing,71,West Virginia,South,S,White,Winter,3.4,No,Next Day Air,7,Bank Transfer,Monthly,12
1089,49,Male,Pants,Clothing,21,Louisiana,South,M,Turquoise,Winter,2.7,No,Free Shipping,2,PayPal,Weekly,52
1090,40,Male,Backpack,Accessories,61,Arizona,West,M,Silver,Spring,3.8,No,Next Day Air,33,PayPal,Bi-Weekly,104
1091,38,Male,Scarf,Accessories,58,Connecticut,Northeast,M,Violet,Spring,4.2,No,Store Pickup,27,Cash,Fortnightly,26
1092,44,Male,Sweater,Clothing,80,North Carolina,South,L,Lavender,Spring,4.7,No,Store Pickup,6,Credit Card,Fortnightly,26
1093,68,Male,Jewelry,Accessories,50,South Dakota,Midwest,L,Magenta,Spring,4.1,No,2-Day Shipping,20,Venmo,Quarterly,4
1094,60,Male,Sneakers,Footwear,48,Delaware,South,S,Indigo,Winter,4.2,No,2-Day Shipping,46,Venmo,Quarterly,4
1095,25,Male,Jewelry,Accessories,40,Connecticut,Northeast,M,Black,Winter,4.8,No,Next Day Air,25,Cash,Quarterly,4
1096,19,Male,Coat,Outerwear,34,Tennessee,South,S,Peach,Summer,3,No,Free Shipping,30,Bank Transfer,Quarterly,4
1097,57,Male,Coat,Outerwear,46,New Hampshire,Northeast,S,Beige,Fall,2.6,No,Standard,48,Credit Card,Annually,1
1098,58,Male,Sunglasses,Accessories,27,Vermont,Northeast,M,Black,Summer,3.2,No,Store Pickup,47,Bank Transfer,Weekly,52
1099,49,Male,Handbag,Accessories,98,Idaho,West,S,Turquoise,Spring,3.6,No,Next Day Air,27,Credit Card,Weekly,52
1100,19,Male,Sweater,Clothing,73,North Carolina,South,M,Peach,Fall,2.6,No,Next Day Air,45,Bank Transfer,Fortnightly,26
1101,50,Male,Pants,Clothing,28,Nevada,West,L,Gold,Spring,4.4,No,Express,2,Credit Card,Weekly,52
1102,30,Male,Gloves,Accessories,76,Delaware,South,XL,Silver,Fall,3,No,Free Shipping,39,Cash,Fortnightly,26
1103,52,Male,Sweater,Clothing,83,Texas,South,M,Peach,Fall,2.9,No,Express,24,Cash,Fortnightly,26
1104,35,Male,Hoodie,Clothing,23,Tennessee,South,S,Charcoal,Spring,4.3,No,Free Shipping,8,Debit Card,Bi-Weekly,104
1105,35,Male,Hat,Accessories,28,Delaware,South,M,Beige,Fall,3.1,No,Express,8,Bank Transfer,Quarterly,4
1106,33,Male,T-shirt,Clothing,83,Massachusetts,Northeast,S,Olive,Spring,3,No,Next Day Air,6,Venmo,Quarterly,4
1107,52,Male,Skirt,Clothing,96,Minnesota,Midwest,L,Violet,Winter,3.6,No,Store Pickup,12,Venmo,Fortnightly,26
1108,69,Male,Sneakers,Footwear,62,Texas,South,M,Peach,Fall,2.8,No,Store Pickup,26,Bank Transfer,Weekly,52
1109,27,Male,Shorts,Clothing,25,Nebraska,Midwest,M,Teal,Fall,2.8,No,Standard,50,Cash,Fortnightly,26
1110,66,Male,Hoodie,Clothing,97,Oklahoma,South,L,Violet,Winter,4.9,No,Next Day Air,2,Venmo,Weekly,52
1111,28,Male,Hoodie,Clothing,61,Texas,South,L,Cyan,Fall,3,No,Standard,31,Cash,Bi-Weekly,104
1112,22,Male,Shoes,Footwear,66,New York,Northeast,S,Olive,Summer,4.1,No,Next Day Air,4,Credit Card,Bi-Weekly,104
1113,69,Male,Hoodie,Clothing,67,Washington,West,XL,Pink,Spring,4.6,No,Free Shipping,32,PayPal,Quarterly,4
1114,28,Male,Sunglasses,Accessories,80,Maryland,South,M,Purple,Summer,4.8,No,Next Day Air,11,PayPal,Bi-Weekly,104
1115,55,Male,Skirt,Clothing,25,New Hampshire,Northeast,L,Violet,Fall,2.6,No,Next Day Air,47,Bank Transfer,Quarterly,4
1116,30,Male,Hat,Accessories,58,New York,Northeast,S,Peach,Fall,4,No,2-Day Shipping,37,Cash,Weekly,52
1117,67,Male,Backpack,Accessories,96,Hawaii,West,M,Charcoal,Winter,4.2,No,Express,39,PayPal,Fortnightly,26
1118,25,Male,Sunglasses,Accessories,77,California,West,L,Lavender,Spring,4.5,No,Store Pickup,24,Credit Card,Monthly,12
1119,49,Male,Belt,Accessories,65,Indiana,Midwest,M,Purple,Summer,4.9,No,Standard,11,PayPal,Quarterly,4
1120,34,Male,Jewelry,Accessories,36,Louisiana,South,M,Indigo,Spring,3.1,No,Standard,36,Credit Card,Weekly,52
1121,22,Male,Sneakers,Footwear,84,Pennsylvania,Northeast,M,Magenta,Winter,4,No,Next Day Air,40,Debit Card,Monthly,12
1122,63,Male,T-shirt,Clothing,58,Florida,South,XL,Peach,Fall,3.2,No,Express,25,Cash,Quarterly,4
1123,70,Male,Handbag,Accessories,62,North Carolina,South,S,Charcoal,Spring,4.3,No,2-Day Shipping,12,Credit Card,Annually,1
1124,36,Male,Hat,Accessories,67,Massachusetts,Northeast,S,Purple,Fall,2.5,No,Store Pickup,38,Cash,Monthly,12
1125,42,Male,Sweater,Clothing,20,Iowa,Midwest,M,Orange,Spring,4.9,No,Express,40,Cash,Quarterly,4
1126,27,Male,Sandals,Footwear,90,North Dakota,Midwest,M,Lavender,Summer,2.7,No,2-Day Shipping,10,Bank Transfer,Weekly,52
1127,23,Male,Scarf,Accessories,58,Iowa,Midwest,L,Beige,Winter,3.4,No,Standard,47,Venmo,Fortnightly,26
1128,50,Male,Shirt,Clothing,53,Delaware,South,XL,Maroon,Spring,4.8,No,Store Pickup,22,Debit Card,Monthly,12
1129,56,Male,Gloves,Accessories,30,New York,Northeast,L,Charcoal,Winter,4.7,No,Next Day Air,35,Debit Card,Monthly,12
1130,37,Male,Hoodie,Clothing,65,New Hampshire,Northeast,XL,White,Winter,4.7,No,Express,46,Venmo,Fortnightly,26
1131,67,Male,Jewelry,Accessories,41,Kentucky,South,M,Lavender,Summer,3.9,No,Standard,30,PayPal,Bi-Weekly,104
1132,67,Male,Shirt,Clothing,73,Illinois,Midwest,M,Black,Spring,3.7,No,Express,20,Bank Transfer,Monthly,12
1133,50,Male,Hoodie,Clothing,98,North Carolina,South,S,Teal,Spring,4.3,No,Store Pickup,25,Cash,Fortnightly,26
1134,36,Male,Shoes,Footwear,36,Connecticut,Northeast,XL,Magenta,Winter,4.1,No,2-Day Shipping,29,Cash,Weekly,52
1135,62,Male,T-shirt,Clothing,81,Wisconsin,Midwest,M,Brown,Summer,4.6,No,Express,2,Venmo,Quarterly,4
1136,65,Male,Skirt,Clothing,90,Massachusetts,Northeast,L,Peach,Winter,3.6,No,2-Day Shipping,32,Bank Transfer,Quarterly,4
1137,23,Male,Handbag,Accessories,83,Illinois,Midwest,S,Cyan,Summer,4.8,No,Free Shipping,37,Cash,Monthly,12
1138,46,Male,Shirt,Clothing,91,New Mexico,West,XL,Pink,Winter,2.8,No,2-Day Shipping,16,Bank Transfer,Quarterly,4
1139,18,Male,Pants,Clothing,36,Iowa,Midwest,M,Purple,Summer,4.7,No,Express,32,Venmo,Fortnightly,26
1140,58,Male,Coat,Outerwear,53,Alabama,South,L,Purple,Spring,3.9,No,Standard,42,Debit Card,Bi-Weekly,104
1141,31,Male,Jeans,Clothing,39,Maryland,South,M,White,Winter,2.6,No,Store Pickup,6,Credit Card,Quarterly,4
1142,39,Male,Gloves,Accessories,33,Ohio,Midwest,S,Silver,Winter,4.7,No,Next Day Air,23,PayPal,Fortnightly,26
1143,69,Male,T-shirt,Clothing,76,Ohio,Midwest,L,Green,Spring,3.5,No,Store Pickup,27,Venmo,Bi-Weekly,104
1144,68,Male,Boots,Footwear,23,Nevada,West,L,Teal,Winter,4.4,No,Standard,43,PayPal,Quarterly,4
1145,41,Male,Jeans,Clothing,54,South Carolina,South,S,Indigo,Fall,4.4,No,2-Day Shipping,25,Bank Transfer,Fortnightly,26
1146,31,Male,Sneakers,Footwear,89,Nevada,West,L,Pink,Summer,3,No,Express,30,Cash,Quarterly,4
1147,48,Male,Sneakers,Footwear,38,Wisconsin,Midwest,M,Indigo,Summer,4.2,No,Standard,7,Bank Transfer,Quarterly,4
1148,59,Male,Hat,Accessories,36,Tennessee,South,XL,Red,Winter,4.3,No,Next Day Air,17,Debit Card,Annually,1
1149,34,Male,Pants,Clothing,66,Florida,South,M,Violet,Spring,2.6,No,Store Pickup,10,PayPal,Fortnightly,26
1150,21,Male,Jewelry,Accessories,42,Georgia,South,L,Cyan,Spring,3.3,No,Store Pickup,40,Venmo,Annually,1
1151,29,Male,Jewelry,Accessories,36,Kentucky,South,S,Red,Winter,2.7,No,Next Day Air,50,Venmo,Bi-Weekly,104
1152,41,Male,Blouse,Clothing,86,Ohio,Midwest,M,Gray,Spring,4.2,No,Express,24,Credit Card,Weekly,52
1153,62,Male,Handbag,Accessories,49,Connecticut,Northeast,M,Gold,Fall,4,No,Standard,8,PayPal,Quarterly,4
1154,27,Male,Shirt,Clothing,41,Idaho,West,M,Pink,Summer,4,No,Free Shipping,6,Bank Transfer,Quarterly,4
1155,49,Male,Dress,Clothing,82,Georgia,South,L,Cyan,Spring,2.9,No,2-Day Shipping,44,Credit Card,Bi-Weekly,104
1156,67,Male,T-shirt,Clothing,53,Tennessee,South,S,Red,Fall,2.6,No,Express,47,PayPal,Quarterly,4
1157,20,Male,Shoes,Footwear,21,Hawaii,West,M,Gold,Summer,4.8,No,Express,6,Venmo,Quarterly,4
1158,37,Male,Belt,Accessories,66,Maryland,South,M,Charcoal,Fall,4.4,No,Standard,11,Cash,Quarterly,4
1159,69,Male,Belt,Accessories,89,Nevada,West,L,Orange,Summer,4,No,2-Day Shipping,41,Bank Transfer,Annually,1
1160,66,Male,Handbag,Accessories,55,New Hampshire,Northeast,L,Blue,Fall,3.6,No,2-Day Shipping,46,Venmo,Quarterly,4
1161,37,Male,Scarf,Accessories,42,North Dakota,Midwest,S,Blue,Summer,3.2,No,Next Day Air,9,Venmo,Bi-Weekly,104
1162,63,Male,Shorts,Clothing,52,Oklahoma,South,S,Orange,Fall,3.1,No,2-Day Shipping,37,PayPal,Monthly,12
1163,47,Male,Sandals,Footwear,92,North Carolina,South,M,Blue,Winter,4.2,No,Express,13,PayPal,Weekly,52
1164,26,Male,Pants,Clothing,56,Tennessee,South,L,White,Summer,3,No,2-Day Shipping,24,Debit Card,Monthly,12
1165,68,Male,Dress,Clothing,96,Montana,West,M,Green,Winter,4.2,No,Standard,47,PayPal,Quarterly,4
1166,51,Male,T-shirt,Clothing,64,Wisconsin,Midwest,M,Silver,Winter,2.9,No,Next Day Air,21,Venmo,Quarterly,4
1167,48,Male,Dress,Clothing,48,Connecticut,Northeast,S,Lavender,Winter,3.7,No,Store Pickup,22,Venmo,Fortnightly,26
1168,60,Male,Socks,Clothing,83,New Jersey,Northeast,XL,Beige,Summer,3.6,No,Free Shipping,16,PayPal,Quarterly,4
1169,68,Male,Scarf,Accessories,91,Mississippi,South,L,Violet,Summer,3.6,No,Standard,37,Debit Card,Fortnightly,26
1170,25,Male,Backpack,Accessories,94,Wyoming,West,S,Gray,Fall,4.5,No,2-Day Shipping,3,Cash,Annually,1
1171,57,Male,Skirt,Clothing,62,Illinois,Midwest,S,Red,Spring,3.2,No,Express,33,Cash,Bi-Weekly,104
1172,41,Male,Socks,Clothing,55,Louisiana,South,M,Lavender,Spring,3.9,No,Next Day Air,15,Debit Card,Annually,1
1173,59,Male,Coat,Outerwear,68,Oregon,West,L,Peach,Spring,4.6,No,Store Pickup,42,Bank Transfer,Bi-Weekly,104
1174,44,Male,Jewelry,Accessories,76,South Dakota,Midwest,M,Indigo,Winter,2.5,No,Express,42,Cash,Bi-Weekly,104
1175,42,Male,Backpack,Accessories,31,Michigan,Midwest,M,Black,Winter,4.3,No,Express,19,Bank Transfer,Bi-Weekly,104
1176,35,Male,Belt,Accessories,81,New Jersey,Northeast,M,Beige,Spring,4.1,No,Store Pickup,26,PayPal,Quarterly,4
1177,36,Male,Dress,Clothing,83,Oregon,West,M,Red,Winter,4.6,No,Free Shipping,39,PayPal,Quarterly,4
1178,54,Male,Skirt,Clothing,21,Iowa,Midwest,M,Black,Spring,4.8,No,Standard,24,Debit Card,Monthly,12
1179,37,Male,Dress,Clothing,22,South Carolina,South,M,Teal,Spring,4.9,No,Express,23,Debit Card,Annually,1
1180,20,Male,T-shirt,Clothing,33,Indiana,Midwest,M,Blue,Summer,2.8,No,Free Shipping,44,Bank Transfer,Annually,1
1181,23,Male,Skirt,Clothing,23,Oregon,West,S,Beige,Spring,4.9,No,Standard,34,Cash,Monthly,12
1182,61,Male,Shorts,Clothing,96,New York,Northeast,L,Teal,Summer,3.5,No,Free Shipping,43,Bank Transfer,Quarterly,4
1183,37,Male,Jewelry,Accessories,21,New Mexico,West,M,Maroon,Spring,3.8,No,Express,45,PayPal,Quarterly,4
1184,23,Male,Pants,Clothing,39,Louisiana,South,M,Yellow,Spring,4.5,No,2-Day Shipping,4,Credit Card,Weekly,52
1185,63,Male,Belt,Accessories,73,South Carolina,South,S,Indigo,Fall,3.4,No,Express,19,Credit Card,Annually,1
1186,47,Male,Jeans,Clothing,64,Maine,Northeast,M,Magenta,Spring,3.9,No,Standard,29,Credit Card,Monthly,12
1187,63,Male,Jeans,Clothing,68,Indiana,Midwest,M,Beige,Summer,4.1,No,2-Day Shipping,27,Credit Card,Annually,1
1188,56,Male,Hat,Accessories,89,Iowa,Midwest,L,Maroon,Fall,3,No,Express,37,Credit Card,Quarterly,4
1189,68,Male,Blouse,Clothing,29,Mississippi,South,M,Magenta,Summer,3.3,No,Next Day Air,11,Credit Card,Weekly,52
1190,64,Male,Shirt,Clothing,97,Arkansas,South,XL,Teal,Summer,4.9,No,Free Shipping,28,Debit Card,Annually,1
1191,62,Male,Shirt,Clothing,45,South Carolina,South,M,Orange,Winter,4.3,No,Next Day Air,31,Credit Card,Weekly,52
1192,34,Male,T-shirt,Clothing,70,Indiana,Midwest,L,Charcoal,Winter,4.1,No,Free Shipping,50,Venmo,Quarterly,4
1193,49,Male,Coat,Outerwear,56,Florida,South,M,Turquoise,Summer,4,No,2-Day Shipping,42,Venmo,Quarterly,4
1194,40,Male,Jacket,Outerwear,55,Alaska,West,L,Pink,Fall,5,No,2-Day Shipping,18,Credit Card,Fortnightly,26
1195,50,Male,Hoodie,Clothing,46,New York,Northeast,S,Teal,Winter,3.1,No,2-Day Shipping,6,Credit Card,Fortnightly,26
1196,25,Male,Scarf,Accessories,95,Texas,South,M,White,Winter,4,No,2-Day Shipping,33,Venmo,Monthly,12
1197,30,Male,Belt,Accessories,88,North Dakota,Midwest,M,Maroon,Winter,3.2,No,2-Day Shipping,13,Bank Transfer,Bi-Weekly,104
1198,54,Male,Sneakers,Footwear,92,Vermont,Northeast,L,Violet,Fall,3.9,No,Standard,26,PayPal,Annually,1
1199,40,Male,Socks,Clothing,49,New Jersey,Northeast,M,Brown,Summer,3.9,No,2-Day Shipping,17,Cash,Annually,1
1200,49,Male,Sandals,Footwear,89,Maryland,South,M,Indigo,Fall,4.5,No,Free Shipping,3,Debit Card,Weekly,52
1201,27,Male,Coat,Outerwear,22,Connecticut,Northeast,XL,Black,Winter,4.4,No,Store Pickup,7,PayPal,Weekly,52
1202,27,Male,Shoes,Footwear,61,Illinois,Midwest,XL,Black,Summer,3.1,No,2-Day Shipping,46,Venmo,Fortnightly,26
1203,48,Male,Scarf,Accessories,29,Maryland,South,S,Olive,Spring,2.9,No,Standard,14,Venmo,Quarterly,4
1204,40,Male,Sneakers,Footwear,82,Minnesota,Midwest,M,Orange,Winter,3.7,No,Free Shipping,23,Bank Transfer,Annually,1
1205,67,Male,Belt,Accessories,94,Florida,South,M,Pink,Spring,3.2,No,2-Day Shipping,20,Credit Card,Quarterly,4
1206,52,Male,Handbag,Accessories,99,California,West,M,Olive,Spring,3.5,No,Standard,38,Bank Transfer,Fortnightly,26
1207,22,Male,Handbag,Accessories,59,Mississippi,South,S,Cyan,Fall,3,No,Free Shipping,16,Venmo,Quarterly,4
1208,62,Male,Boots,Footwear,90,Washington,West,M,White,Summer,4.1,No,Next Day Air,48,Credit Card,Quarterly,4
1209,20,Male,Boots,Footwear,100,Wisconsin,Midwest,S,Red,Winter,2.9,No,2-Day Shipping,8,Debit Card,Annually,1
1210,41,Male,Pants,Clothing,62,Pennsylvania,Northeast,M,Blue,Winter,3.8,No,Next Day Air,16,Bank Transfer,Monthly,12
1211,34,Male,Sunglasses,Accessories,78,Missouri,Midwest,M,Olive,Fall,4.1,No,Next Day Air,5,Cash,Quarterly,4
1212,23,Male,Hoodie,Clothing,94,Oklahoma,South,M,Green,Spring,4.6,No,Store Pickup,14,Venmo,Quarterly,4
1213,32,Male,Shoes,Footwear,74,Pennsylvania,Northeast,M,Yellow,Summer,2.5,No,Free Shipping,18,Credit Card,Weekly,52
1214,68,Male,Handbag,Accessories,52,Kentucky,South,XL,Black,Spring,3.7,No,Express,14,Debit Card,Quarterly,4
1215,30,Male,Jacket,Outerwear,81,Vermont,Northeast,M,Blue,Fall,3.8,No,Free Shipping,5,Cash,Quarterly,4
1216,66,Male,Blouse,Clothing,20,Oregon,West,L,Pink,Winter,2.6,No,2-Day Shipping,15,Credit Card,Quarterly,4
1217,62,Male,Pants,Clothing,32,Utah,West,XL,Lavender,Summer,3.7,No,Free Shipping,3,Venmo,Quarterly,4
1218,50,Male,Boots,Footwear,63,Nebraska,Midwest,XL,Cyan,Fall,2.6,No,Free Shipping,12,Cash,Quarterly,4
1219,55,Male,Boots,Footwear,79,Pennsylvania,Northeast,M,Cyan,Spring,3.1,No,Store Pickup,43,Cash,Quarterly,4
1220,19,Male,Sweater,Clothing,23,Vermont,Northeast,M,Gold,Winter,2.5,No,Next Day Air,35,Credit Card,Bi-Weekly,104
1221,67,Male,Gloves,Accessories,64,Kentucky,South,M,Green,Winter,4.9,No,Express,36,Bank Transfer,Quarterly,4
1222,18,Male,Socks,Clothing,69,Iowa,Midwest,M,Red,Winter,4.5,No,Standard,3,Cash,Quarterly,4
1223,58,Male,Jeans,Clothing,69,Indiana,Midwest,L,Magenta,Fall,3.4,No,Store Pickup,27,Bank Transfer,Annually,1
1224,69,Male,Pants,Clothing,24,Kansas,Midwest,L,Red,Winter,3.9,No,Free Shipping,21,Bank Transfer,Weekly,52
1225,62,Male,Shorts,Clothing,50,Illinois,Midwest,M,Yellow,Summer,3.7,No,Store Pickup,18,Venmo,Weekly,52
1226,28,Male,Gloves,Accessories,97,North Carolina,South,S,Turquoise,Fall,2.6,No,Free Shipping,16,Debit Card,Weekly,52
1227,53,Male,Sandals,Footwear,91,Ohio,Midwest,S,Cyan,Fall,3.4,No,Store Pickup,18,Venmo,Bi-Weekly,104
1228,27,Male,Blouse,Clothing,37,Illinois,Midwest,L,Yellow,Spring,4.9,No,Store Pickup,19,Bank Transfer,Bi-Weekly,104
1229,55,Male,Jacket,Outerwear,55,Indiana,Midwest,S,Yellow,Winter,3.9,No,Express,1,Cash,Annually,1
1230,34,Male,Jewelry,Accessories,52,Kansas,Midwest,XL,Maroon,Winter,3.6,No,Express,39,Bank Transfer,Annually,1
1231,25,Male,Hat,Accessories,80,Illinois,Midwest,L,Brown,Spring,4.6,No,Standard,49,Venmo,Monthly,12
1232,66,Male,Socks,Clothing,79,Pennsylvania,Northeast,M,Gold,Spring,4,No,2-Day Shipping,43,Credit Card,Fortnightly,26
1233,57,Male,Handbag,Accessories,23,New York,Northeast,M,Charcoal,Summer,3.6,No,Free Shipping,31,Debit Card,Quarterly,4
1234,46,Male,Pants,Clothing,73,Utah,West,L,Beige,Winter,3.5,No,Next Day Air,40,Venmo,Quarterly,4
1235,38,Male,Gloves,Accessories,99,New Jersey,Northeast,M,Indigo,Fall,4.1,No,Store Pickup,2,Bank Transfer,Bi-Weekly,104
1236,23,Male,Sweater,Clothing,22,Idaho,West,M,Red,Spring,3,No,Store Pickup,46,PayPal,Quarterly,4
1237,42,Male,Hat,Accessories,68,New Mexico,West,M,White,Summer,4.4,No,Store Pickup,35,Debit Card,Quarterly,4
1238,25,Male,Dress,Clothing,92,Michigan,Midwest,S,Charcoal,Spring,4.4,No,2-Day Shipping,42,Credit Card,Quarterly,4
1239,55,Male,Pants,Clothing,77,Wyoming,West,M,Violet,Winter,3.7,No,Express,3,Venmo,Fortnightly,26
1240,62,Male,Coat,Outerwear,37,New Jersey,Northeast,XL,Magenta,Spring,4.8,No,Standard,32,Debit Card,Quarterly,4
1241,41,Male,Scarf,Accessories,79,New Jersey,Northeast,L,White,Winter,2.9,No,Store Pickup,48,Debit Card,Annually,1
1242,58,Male,Hoodie,Clothing,51,Hawaii,West,XL,Pink,Winter,3.1,No,Express,34,Credit Card,Weekly,52
1243,56,Male,Socks,Clothing,27,Nevada,West,M,Lavender,Summer,4,No,Next Day Air,15,Bank Transfer,Quarterly,4
1244,25,Male,Blouse,Clothing,23,New Hampshire,Northeast,S,Pink,Spring,3,No,Store Pickup,22,Debit Card,Annually,1
1245,70,Male,Socks,Clothing,76,Indiana,Midwest,S,Silver,Summer,3.9,No,2-Day Shipping,2,Cash,Monthly,12
1246,42,Male,Dress,Clothing,31,New York,Northeast,M,Violet,Fall,3.4,No,Standard,30,Bank Transfer,Weekly,52
1247,27,Male,Hoodie,Clothing,60,Louisiana,South,M,Charcoal,Winter,2.7,No,Standard,27,Cash,Monthly,12
1248,65,Male,T-shirt,Clothing,99,Virginia,South,M,Charcoal,Spring,3.5,No,Express,18,Venmo,Bi-Weekly,104
1249,62,Male,Hat,Accessories,37,Wisconsin,Midwest,XL,Red,Winter,3,No,Free Shipping,8,Credit Card,Annually,1
1250,62,Male,Boots,Footwear,50,Oregon,West,M,Peach,Winter,4.5,No,Express,48,Venmo,Fortnightly,26
1251,52,Male,Jeans,Clothing,26,New Hampshire,Northeast,XL,Purple,Winter,4.1,No,Free Shipping,24,Cash,Monthly,12
1252,56,Male,Shorts,Clothing,86,Indiana,Midwest,XL,Orange,Spring,5,No,Next Day Air,43,Credit Card,Monthly,12
1253,28,Male,Sandals,Footwear,41,Massachusetts,Northeast,L,Magenta,Fall,4,No,Standard,8,Cash,Quarterly,4
1254,39,Male,Sandals,Footwear,23,Montana,West,XL,Red,Winter,4.9,No,Express,49,PayPal,Annually,1
1255,54,Male,Sneakers,Footwear,56,California,West,XL,Black,Spring,3.3,No,2-Day Shipping,2,Credit Card,Bi-Weekly,104
1256,30,Male,Hat,Accessories,68,Indiana,Midwest,M,Peach,Fall,4.1,No,Standard,38,Cash,Fortnightly,26
1257,45,Male,Coat,Outerwear,48,West Virginia,South,S,Olive,Winter,3.6,No,Express,4,Cash,Fortnightly,26
1258,68,Male,Dress,Clothing,67,Minnesota,Midwest,L,Gold,Spring,3,No,Free Shipping,31,Cash,Quarterly,4
1259,47,Male,Boots,Footwear,87,Ohio,Midwest,XL,Gold,Spring,4.1,No,2-Day Shipping,34,Debit Card,Quarterly,4
1260,68,Male,Skirt,Clothing,64,Minnesota,Midwest,M,Turquoise,Fall,3.9,No,Standard,45,Credit Card,Monthly,12
1261,63,Male,Shirt,Clothing,93,Virginia,South,XL,Green,Spring,4.1,No,Store Pickup,30,Debit Card,Quarterly,4
1262,20,Male,Shirt,Clothing,29,Connecticut,Northeast,L,Maroon,Summer,2.8,No,Next Day Air,2,Credit Card,Fortnightly,26
1263,29,Male,Boots,Footwear,62,Tennessee,South,L,Brown,Winter,4.8,No,Store Pickup,44,Venmo,Monthly,12
